Count of PPA,Borough,Gender,Age Group,Self Classified Ethnicity,Offence Type,Charged/Summonsed,Proceedings Date
1,Lewisham,Male,40 to 44,Black,Murder,Charge or Summons,March 2013
1,Westminster,Male,40 to 44,Other Ethnic groups,Murder,Charge or Summons,March 2013
1,Westminster,Male,35 to 39,White ,Murder,Charge or Summons,March 2013
1,Lambeth,Male,40 to 44,Black,Murder,Charge or Summons,March 2013
1,Islington,Male,35 to 39,Black,Murder,Charge or Summons,March 2013
1,Barking & Dagenham,Male,35 to 39,Black,Murder,Charge or Summons,March 2013
1,Southwark,Male,20 to 24,Black,Murder,Charge or Summons,April 2013
1,Greenwich,Male,15 to 19,White ,Murder,Charge or Summons,April 2013
1,Wandsworth,Male,20 to 24,Black,Murder,Charge or Summons,April 2013
1,Enfield,Male,20 to 24,Black,Murder,Charge or Summons,April 2013
1,Enfield,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,April 2013
1,Enfield,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,April 2013
1,Enfield,Male,15 to 19,Black,Murder,Charge or Summons,April 2013
1,Lambeth,Male,25 to 29,Black,Murder,Charge or Summons,April 2013
1,Enfield,Male,20 to 24,Black,Murder,Charge or Summons,April 2013
1,Islington,Male,15 to 19,Not stated,Murder,Charge or Summons,April 2013
1,Greenwich,Male,50 to 54,White ,Murder,Charge or Summons,April 2013
1,Croydon,Male,25 to 29,White ,Murder,Charge or Summons,May 2013
1,Croydon,Male,25 to 29,Mixed,Murder,Charge or Summons,May 2013
1,Lewisham,Male,30 to 34,Asian ,Murder,Charge or Summons,May 2013
1,Greenwich,Male,15 to 19,Mixed,Murder,Charge or Summons,May 2013
1,Westminster,Male,15 to 19,Mixed,Murder,Charge or Summons,May 2013
1,Westminster,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,May 2013
1,Wandsworth,Male,20 to 24,Black,Murder,Charge or Summons,May 2013
1,Hackney,Male,25 to 29,Black,Murder,Charge or Summons,May 2013
1,Camden,Male,60 to 64,White ,Murder,Accused is Dead,May 2013
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,May 2013
1,Redbridge,Male,35 to 39,White ,Murder,Charge or Summons,June 2013
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,June 2013
1,Brent,Male,15 to 19,Black,Murder,Charge or Summons,June 2013
1,Richmond Upon Thames,Male,20 to 24,White ,Murder,Charge or Summons,June 2013
1,Haringey,Female,30 to 34,White ,Murder,Charge or Summons,June 2013
1,Haringey,Male,25 to 29,Mixed,Murder,Charge or Summons,June 2013
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,June 2013
1,Haringey,Male,20 to 24,Black,Murder,Charge or Summons,June 2013
1,Greenwich,Male,20 to 24,Black,Murder,Charge or Summons,June 2013
1,Merton,Male,20 to 24,Asian ,Murder,Charge or Summons,June 2013
1,Lewisham,Male,20 to 24,Asian ,Murder,Charge or Summons,June 2013
1,Enfield,Male,25 to 29,White ,Murder,Charge or Summons,June 2013
1,Newham,Male,55 to 59,White ,Murder,Charge or Summons,June 2013
1,Kingston Upon Thames,Male,40 to 44,White ,Murder,Charge or Summons,June 2013
1,Greenwich,Male,50 to 54,Black,Murder,Charge or Summons,June 2013
1,Lambeth,Male,45 to 49,Black,Manslaughter,Charge or Summons,June 2013
1,Islington,Male,15 to 19,Mixed,Murder,Charge or Summons,July 2013
1,Redbridge,Male,20 to 24,Black,Murder,Charge or Summons,July 2013
1,Redbridge,Male,15 to 19,Black,Murder,Charge or Summons,July 2013
1,Enfield,Female,45 to 49,White ,Murder,Charge or Summons,July 2013
1,Wandsworth,Male,25 to 29,Black,Murder,Charge or Summons,July 2013
1,Greenwich,Male,25 to 29,Black,Murder,Charge or Summons,July 2013
1,Tower Hamlets,Male,40 to 44,Black,Murder,Charge or Summons,July 2013
1,Islington,Male,15 to 19,Mixed,Murder,Charge or Summons,July 2013
1,Islington,Male,15 to 19,White ,Murder,Charge or Summons,July 2013
1,Islington,Male,15 to 19,Mixed,Murder,Charge or Summons,July 2013
1,Islington,Male,30 to 34,White ,Murder,Charge or Summons,July 2013
1,Wandsworth,Male,45 to 49,Black,Murder,Charge or Summons,July 2013
1,Newham,Male,30 to 34,Not stated,Murder,Charge or Summons,July 2013
1,Hillingdon,Male,30 to 34,Asian ,Murder,Charge or Summons,July 2013
1,Hackney,Male,20 to 24,Black,Murder,Charge or Summons,July 2013
1,Enfield,Male,50 to 54,Black,Murder,Charge or Summons,July 2013
1,Newham,Male,25 to 29,Asian ,Manslaughter,Charge or Summons,July 2013
1,Barnet,Male,25 to 29,White ,Murder,Charge or Summons,July 2013
1,Tower Hamlets,Male,35 to 39,White ,Murder,Charge or Summons,July 2013
1,Tower Hamlets,Male,35 to 39,White ,Murder,Charge or Summons,July 2013
1,Tower Hamlets,Male,25 to 29,White ,Murder,Charge or Summons,July 2013
1,Tower Hamlets,Male,25 to 29,White ,Murder,Charge or Summons,July 2013
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,August 2013
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,August 2013
1,Lambeth,Male,35 to 39,White ,Murder,Charge or Summons,August 2013
1,Lambeth,Male,30 to 34,White ,Murder,Charge or Summons,August 2013
1,Lambeth,Male,30 to 34,White ,Murder,Charge or Summons,August 2013
1,Hackney,Male,20 to 24,Black,Murder,Charge or Summons,August 2013
1,Hackney,Male,20 to 24,Black,Murder,Charge or Summons,August 2013
1,Hackney,Male,20 to 24,Black,Murder,Charge or Summons,August 2013
1,Bromley,Male,15 to 19,Black,Murder,Charge or Summons,August 2013
1,Southwark,Male,45 to 49,Mixed,Murder,Charge or Summons,August 2013
1,Waltham Forest,Male,50 to 54,White ,Murder,Charge or Summons,August 2013
1,Westminster,Male,60 to 64,White ,Murder,Charge or Summons,August 2013
1,Lambeth,Male,40 to 44,Black,Murder,Charge or Summons,August 2013
1,Waltham Forest,Male,35 to 39,Black,Murder,Charge or Summons,August 2013
1,Newham,Male,40 to 44,Asian ,Murder,Charge or Summons,August 2013
1,Ealing,Male,20 to 24,White ,Murder,Charge or Summons,August 2013
1,Ealing,Male,15 to 19,Asian ,Murder,Charge or Summons,August 2013
1,Ealing,Male,15 to 19,Black,Murder,Charge or Summons,August 2013
1,Ealing,Male,15 to 19,Black,Murder,Charge or Summons,August 2013
1,Ealing,Female,25 to 29,White ,Murder,Charge or Summons,August 2013
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,August 2013
1,Lewisham,Male,20 to 24,White ,Murder,Charge or Summons,August 2013
1,Haringey,Female,15 to 19,Asian ,Murder,Charge or Summons,August 2013
1,Hackney,Male,15 to 19,Black,Murder,Charge or Summons,August 2013
1,Croydon,Male,10 to 14,White ,Manslaughter,Charge or Summons,September 2013
1,Croydon,Female,15 to 19,Black,Manslaughter,Charge or Summons,September 2013
1,Newham,Male,25 to 29,Not stated,Murder,Charge or Summons,September 2013
1,Newham,Male,30 to 34,White ,Murder,Charge or Summons,September 2013
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,September 2013
1,Tower Hamlets,Male,20 to 24,Asian ,Murder,Charge or Summons,September 2013
1,Tower Hamlets,Male,20 to 24,Asian ,Murder,Charge or Summons,September 2013
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,September 2013
1,Barking & Dagenham,Female,30 to 34,Asian ,Murder,Charge or Summons,September 2013
1,Havering,Male,50 to 54,Not stated,Murder,Charge or Summons,September 2013
1,Haringey,Male,30 to 34,White ,Murder,Charge or Summons,September 2013
1,Haringey,Male,30 to 34,White ,Murder,Charge or Summons,September 2013
1,Newham,Male,45 to 49,Black,Murder,Charge or Summons,September 2013
1,Newham,Male,60 to 64,Black,Murder,Charge or Summons,September 2013
1,Croydon,Male,15 to 19,Black,Murder,Charge or Summons,September 2013
1,Havering,Male,40 to 44,White ,Murder,Charge or Summons,October 2013
1,Ealing,Male,60 to 64,White ,Murder,Accused is Dead,October 2013
1,Newham,Male,25 to 29,Mixed,Murder,Charge or Summons,October 2013
1,Brent,Male,25 to 29,Asian ,Murder,Charge or Summons,October 2013
1,Barking & Dagenham,Female,40 to 44,Mixed,Murder,Charge or Summons,October 2013
1,Bromley,Male,15 to 19,White ,Manslaughter,Charge or Summons,October 2013
1,Wandsworth,Male,20 to 24,Black,Murder,Charge or Summons,October 2013
1,Wandsworth,Male,20 to 24,Black,Murder,Charge or Summons,October 2013
1,Barnet,Male,40 to 44,Other Ethnic groups,Murder,Charge or Summons,October 2013
1,Islington,Male,65 and over,Asian ,Murder,Charge or Summons,October 2013
1,Barking & Dagenham,Male,25 to 29,White ,Manslaughter,Charge or Summons,October 2013
1,Barking & Dagenham,Male,25 to 29,White ,Manslaughter,Charge or Summons,October 2013
1,Hammersmith & Fulham,Male,50 to 54,White ,Murder,Charge or Summons,October 2013
1,Wandsworth,Male,30 to 34,White ,Murder,Charge or Summons,October 2013
1,Brent,Male,30 to 34,Black,Murder,Charge or Summons,October 2013
1,Barking & Dagenham,Male,25 to 29,White ,Manslaughter,Charge or Summons,November 2013
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,November 2013
1,Hackney,Male,35 to 39,White ,Manslaughter,Charge or Summons,November 2013
1,Ealing,Male,20 to 24,Black,Murder,Charge or Summons,November 2013
1,Tower Hamlets,Male,20 to 24,Asian ,Manslaughter,Charge or Summons,December 2013
1,Tower Hamlets,Male,20 to 24,Asian ,Manslaughter,Charge or Summons,December 2013
1,Hammersmith & Fulham,Male,40 to 44,White ,Corporate Manslaughter,Charge or Summons,December 2013
1,Hammersmith & Fulham,Male,35 to 39,White ,Corporate Manslaughter,Charge or Summons,December 2013
1,Richmond Upon Thames,Female,25 to 29,White ,Murder,Charge or Summons,December 2013
1,Lambeth,Male,15 to 19,Asian ,Murder,Charge or Summons,December 2013
1,Enfield,Male,15 to 19,Asian ,Murder,Charge or Summons,December 2013
1,Enfield,Male,15 to 19,White ,Murder,Charge or Summons,December 2013
1,Enfield,Male,15 to 19,White ,Murder,Charge or Summons,December 2013
1,Redbridge,Female,20 to 24,White ,Murder,Charge or Summons,December 2013
1,Westminster,Male,30 to 34,Asian ,Murder,Charge or Summons,December 2013
1,Haringey,Male,25 to 29,White ,Murder,Charge or Summons,January 2014
1,Croydon,Male,30 to 34,White ,Murder,Charge or Summons,January 2014
1,Lambeth,Male,15 to 19,Asian ,Murder,Charge or Summons,January 2014
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,January 2014
1,Westminster,Male,35 to 39,Black,Murder,Charge or Summons,January 2014
1,Ealing,Male,35 to 39,Black,Murder,Charge or Summons,January 2014
1,Newham,Male,25 to 29,Asian ,Murder,Charge or Summons,January 2014
1,Bromley,Female,30 to 34,Black,Manslaughter,Charge or Summons,February 2014
1,Brent,Male,15 to 19,Asian ,Murder,Charge or Summons,February 2014
1,Barking & Dagenham,Male,25 to 29,White ,Manslaughter,Charge or Summons,February 2014
1,Barking & Dagenham,Male,25 to 29,White ,Manslaughter,Charge or Summons,February 2014
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,February 2014
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,February 2014
1,Lambeth,Male,15 to 19,Mixed,Murder,Charge or Summons,February 2014
1,Kensington & Chelsea,Male,35 to 39,Mixed,Murder,Charge or Summons,February 2014
1,Westminster,Male,15 to 19,Not stated,Murder,Charge or Summons,February 2014
1,Lambeth,Male,15 to 19,Mixed,Murder,Charge or Summons,February 2014
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,February 2014
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,February 2014
1,Ealing,Male,15 to 19,Black,Murder,Charge or Summons,February 2014
1,Ealing,Male,15 to 19,Black,Murder,Charge or Summons,February 2014
1,Ealing,Male,15 to 19,Black,Murder,Charge or Summons,February 2014
1,Ealing,Male,15 to 19,Black,Murder,Charge or Summons,February 2014
1,Wandsworth,Male,20 to 24,White ,Manslaughter,Charge or Summons,February 2014
1,Wandsworth,Male,15 to 19,Black,Manslaughter,Charge or Summons,February 2014
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,February 2014
1,Newham,Male,10 to 14,Black,Murder,Charge or Summons,February 2014
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,February 2014
1,Newham,Male,10 to 14,Black,Murder,Charge or Summons,February 2014
1,Heathrow,Male,35 to 39,White ,Manslaughter,Charge or Summons,March 2014
1,Heathrow,Male,45 to 49,White ,Manslaughter,Charge or Summons,March 2014
1,Heathrow,Male,45 to 49,White ,Manslaughter,Charge or Summons,March 2014
1,Camden,Male,30 to 34,White ,Manslaughter,Charge or Summons,March 2014
1,Enfield,Male,55 to 59,Other Ethnic groups,Manslaughter,Charge or Summons,March 2014
1,Enfield,Male,25 to 29,White ,Manslaughter,Charge or Summons,March 2014
1,Ealing,Male,30 to 34,White ,Manslaughter,Charge or Summons,March 2014
1,Barking & Dagenham,Male,35 to 39,Asian ,Manslaughter,Charge or Summons,March 2014
1,Sutton,Male,30 to 34,White ,Murder,Charge or Summons,March 2014
1,Southwark,Male,30 to 34,White ,Murder,Charge or Summons,March 2014
1,Southwark,Male,30 to 34,Mixed,Murder,Charge or Summons,March 2014
1,Southwark,Male,25 to 29,White ,Murder,Charge or Summons,March 2014
1,Hillingdon,Male,15 to 19,Black,Murder,Charge or Summons,March 2014
1,Hillingdon,Male,15 to 19,Black,Murder,Charge or Summons,March 2014
1,Hillingdon,Male,15 to 19,Black,Murder,Charge or Summons,March 2014
1,Hillingdon,Male,15 to 19,Black,Murder,Charge or Summons,March 2014
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,March 2014
1,Bromley,Male,30 to 34,White ,Murder,Charge or Summons,March 2014
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,March 2014
1,Croydon,Male,20 to 24,White ,Murder,Charge or Summons,March 2014
1,Croydon,Female,20 to 24,White ,Murder,Charge or Summons,March 2014
1,Brent,Male,20 to 24,White ,Murder,Charge or Summons,March 2014
1,Haringey,Male,45 to 49,White ,Murder,Charge or Summons,March 2014
1,Hackney,Male,15 to 19,Black,Murder,Charge or Summons,March 2014
1,Newham,Female,20 to 24,Asian ,Murder,Charge or Summons,March 2014
1,Newham,Male,20 to 24,Asian ,Murder,Charge or Summons,March 2014
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,April 2014
1,Islington,Female,20 to 24,Black,Murder,Charge or Summons,April 2014
1,Islington,Male,25 to 29,Black,Murder,Charge or Summons,April 2014
1,Islington,Male,25 to 29,Black,Murder,Charge or Summons,April 2014
1,Hackney,Male,50 to 54,Black,Murder,Charge or Summons,April 2014
1,Hackney,Male,50 to 54,Black,Murder,Charge or Summons,April 2014
1,Richmond Upon Thames,Male,35 to 39,White ,Murder,Charge or Summons,April 2014
1,Wandsworth,Male,15 to 19,Black,Murder,Charge or Summons,April 2014
1,Kingston Upon Thames,Female,40 to 44,Not stated,Murder,Charge or Summons,April 2014
1,Kingston Upon Thames,Female,40 to 44,White ,Murder,Charge or Summons,April 2014
1,Kingston Upon Thames,Female,40 to 44,White ,Murder,Charge or Summons,April 2014
1,Croydon,Male,20 to 24,Black,Murder,Charge or Summons,April 2014
1,Tower Hamlets,Male,15 to 19,Black,Murder,Charge or Summons,May 2014
1,Tower Hamlets,Male,20 to 24,Black,Murder,Charge or Summons,May 2014
1,Tower Hamlets,Male,15 to 19,Black,Murder,Charge or Summons,May 2014
1,Wandsworth,Female,35 to 39,White ,Murder,Charge or Summons,May 2014
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,May 2014
1,Waltham Forest,Male,15 to 19,Asian ,Murder,Charge or Summons,May 2014
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,May 2014
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,May 2014
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,May 2014
1,Waltham Forest,Male,20 to 24,Black,Murder,Charge or Summons,May 2014
1,Waltham Forest,Male,20 to 24,Black,Murder,Charge or Summons,May 2014
1,Waltham Forest,Male,15 to 19,Asian ,Murder,Charge or Summons,May 2014
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,May 2014
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,May 2014
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,May 2014
1,Waltham Forest,Male,20 to 24,Black,Murder,Charge or Summons,May 2014
1,Waltham Forest,Male,20 to 24,Black,Murder,Charge or Summons,May 2014
1,Barking & Dagenham,Male,35 to 39,White ,Murder,Charge or Summons,May 2014
1,Barking & Dagenham,Male,40 to 44,White ,Murder,Charge or Summons,May 2014
1,Barking & Dagenham,Male,35 to 39,White ,Murder,Charge or Summons,May 2014
1,Wandsworth,Male,10 to 14,Mixed,Murder,Charge or Summons,May 2014
1,Wandsworth,Male,20 to 24,Black,Murder,Charge or Summons,May 2014
1,Lambeth,Male,15 to 19,White ,Murder,Charge or Summons,May 2014
1,Hounslow,Male,15 to 19,Black,Murder,Charge or Summons,May 2014
1,Hounslow,Male,15 to 19,Mixed,Murder,Charge or Summons,May 2014
1,Hounslow,Male,15 to 19,Black,Murder,Charge or Summons,May 2014
1,Hounslow,Male,15 to 19,Black,Murder,Charge or Summons,May 2014
1,Hounslow,Male,15 to 19,Black,Murder,Charge or Summons,May 2014
1,Hillingdon,Male,25 to 29,Not stated,Murder,Charge or Summons,May 2014
1,Camden,Male,40 to 44,White ,Murder,Charge or Summons,May 2014
1,Barking & Dagenham,Male,30 to 34,Black,Murder,Charge or Summons,May 2014
1,Barking & Dagenham,Male,20 to 24,White ,Murder,Charge or Summons,May 2014
1,Barking & Dagenham,Male,25 to 29,Black,Murder,Charge or Summons,May 2014
1,Ealing,Male,40 to 44,Asian ,Murder,Charge or Summons,May 2014
1,Waltham Forest,Male,20 to 24,Black,Murder,Charge or Summons,June 2014
1,Barnet,Male,30 to 34,Black,Murder,Charge or Summons,June 2014
1,Barking & Dagenham,Male,20 to 24,Black,Murder,Charge or Summons,June 2014
1,Barking & Dagenham,Male,25 to 29,Asian ,Murder,Charge or Summons,June 2014
1,Brent,Male,60 to 64,Black,Murder,Charge or Summons,June 2014
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,June 2014
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,June 2014
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,June 2014
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,June 2014
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,June 2014
1,Enfield,Female,45 to 49,White ,Murder,Charge or Summons,June 2014
1,Islington,Male,15 to 19,Black,Murder,Charge or Summons,June 2014
1,Islington,Male,20 to 24,White ,Murder,Charge or Summons,June 2014
1,Islington,Male,15 to 19,Black,Murder,Charge or Summons,June 2014
1,Barking & Dagenham,Male,65 and over,White ,Murder,Accused is Dead,July 2014
1,Barking & Dagenham,Male,25 to 29,Other Ethnic groups,Manslaughter,Charge or Summons,July 2014
1,Southwark,Male,25 to 29,White ,Murder,Charge or Summons,July 2014
1,Southwark,Male,35 to 39,Not stated,Murder,Charge or Summons,July 2014
1,Southwark,Male,30 to 34,Not stated,Murder,Charge or Summons,July 2014
1,Wandsworth,Male,30 to 34,Mixed,Murder,Charge or Summons,July 2014
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,July 2014
1,Haringey,Male,30 to 34,White ,Murder,Charge or Summons,July 2014
1,Haringey,Male,30 to 34,White ,Murder,Charge or Summons,July 2014
1,Brent,Male,15 to 19,Black,Murder,Charge or Summons,July 2014
1,Brent,Male,15 to 19,Black,Murder,Charge or Summons,July 2014
1,Brent,Male,15 to 19,Black,Murder,Charge or Summons,July 2014
1,Camden,Male,30 to 34,White ,Murder,Charge or Summons,July 2014
1,Barnet,Male,20 to 24,Black,Murder,Charge or Summons,July 2014
1,Hackney,Male,35 to 39,Asian ,Murder,Charge or Summons,July 2014
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,July 2014
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,July 2014
1,Lewisham,Male,20 to 24,Not stated,Murder,Charge or Summons,July 2014
1,Lewisham,Male,15 to 19,Not stated,Murder,Charge or Summons,July 2014
1,Lewisham,Male,20 to 24,Black,Murder,Charge or Summons,July 2014
