Count of PPA,Borough,Gender,Age Group,Self Classified Ethnicity,Offence Type,Charged/Summonsed,Proceedings Date
1,Waltham Forest,Male,50 to 54,Black,Murder,Charge or Summons,May 2011
1,Brent,Male,50 to 54,White ,Murder,Charge or Summons,May 2011
1,Hackney,Female,35 to 39,Asian ,Murder,Charge or Summons,May 2011
1,Southwark,Male,15 to 19,Not stated,Murder,Charge or Summons,May 2011
1,Southwark,Male,15 to 19,Not stated,Murder,Charge or Summons,May 2011
1,Barnet,Male,20 to 24,White ,Murder,Accused is Dead,May 2011
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,May 2011
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,May 2011
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,May 2011
1,Lambeth,Male,40 to 44,White ,Murder,Charge or Summons,May 2011
1,Lambeth,Female,25 to 29,White ,Murder,Charge or Summons,May 2011
1,Tower Hamlets,Male,25 to 29,White ,Murder,Charge or Summons,May 2011
1,Tower Hamlets,Male,20 to 24,Black,Murder,Charge or Summons,May 2011
1,Tower Hamlets,Male,30 to 34,Black,Murder,Charge or Summons,May 2011
1,Tower Hamlets,Male,20 to 24,Black,Murder,Charge or Summons,May 2011
1,Lambeth,Male,25 to 29,Black,Murder,Charge or Summons,May 2011
1,Lambeth,Male,15 to 19,Mixed,Murder,Charge or Summons,May 2011
1,Camden,Male,15 to 19,Black,Murder,Charge or Summons,May 2011
1,Enfield,Male,25 to 29,Not stated,Murder,Charge or Summons,May 2011
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,May 2011
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,May 2011
1,Lambeth,Female,15 to 19,Black,Murder,Charge or Summons,May 2011
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,May 2011
1,Lewisham,Male,25 to 29,White ,Murder,Charge or Summons,May 2011
1,Camden,Male,40 to 44,Black,Murder,Charge or Summons,May 2011
1,Ealing,Male,30 to 34,Asian ,Murder,Charge or Summons,May 2011
1,Barnet,Male,35 to 39,Asian ,Manslaughter,Charge or Summons,June 2011
1,Lambeth,Male,35 to 39,Black,Murder,Charge or Summons,June 2011
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,June 2011
1,Lambeth,Male,15 to 19,White ,Murder,Charge or Summons,June 2011
1,Barnet,Male,25 to 29,Black,Murder,Charge or Summons,June 2011
1,Barnet,Male,15 to 19,Black,Murder,Charge or Summons,June 2011
1,Barnet,Male,15 to 19,Mixed,Murder,Charge or Summons,June 2011
1,Barnet,Male,15 to 19,Black,Murder,Charge or Summons,June 2011
1,Southwark,Male,15 to 19,Black,Murder,Charge or Summons,June 2011
1,Southwark,Male,20 to 24,Black,Murder,Charge or Summons,June 2011
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,June 2011
1,Haringey,Male,25 to 29,Black,Murder,Charge or Summons,June 2011
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,June 2011
1,Hammersmith & Fulham,Male,15 to 19,Black,Murder,Charge or Summons,June 2011
1,Hammersmith & Fulham,Male,15 to 19,White ,Murder,Charge or Summons,June 2011
1,Hammersmith & Fulham,Male,15 to 19,White ,Murder,Charge or Summons,June 2011
1,Lewisham,Female,40 to 44,White ,Murder,Charge or Summons,June 2011
1,Barnet,Male,65 and over,Asian ,Murder,Charge or Summons,June 2011
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,June 2011
1,Lambeth,Male,30 to 34,Black,Murder,Charge or Summons,June 2011
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,June 2011
1,Lambeth,Male,25 to 29,Black,Murder,Charge or Summons,June 2011
1,Islington,Male,50 to 54,White ,Murder,Charge or Summons,June 2011
1,Waltham Forest,Female,40 to 44,Asian ,Murder,Charge or Summons,July 2011
1,Harrow,Female,60 to 64,Not stated,Murder,Charge or Summons,July 2011
1,Harrow,Female,35 to 39,Mixed,Murder,Charge or Summons,July 2011
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,July 2011
1,Brent,Female,20 to 24,Black,Murder,Charge or Summons,July 2011
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,July 2011
1,Wandsworth,Male,15 to 19,Black,Murder,Charge or Summons,July 2011
1,Wandsworth,Male,15 to 19,Black,Murder,Charge or Summons,July 2011
1,Wandsworth,Male,25 to 29,White ,Manslaughter,Charge or Summons,July 2011
1,Newham,Male,45 to 49,Asian ,Murder,Charge or Summons,July 2011
1,Barnet,Male,15 to 19,Black,Murder,Charge or Summons,July 2011
1,Waltham Forest,Male,40 to 44,Asian ,Murder,Charge or Summons,August 2011
1,Lewisham,Male,20 to 24,Black,Murder,Charge or Summons,August 2011
1,Lewisham,Male,20 to 24,Black,Murder,Charge or Summons,August 2011
1,Lewisham,Male,20 to 24,Black,Murder,Charge or Summons,August 2011
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,August 2011
1,Waltham Forest,Male,50 to 54,Asian ,Murder,Charge or Summons,August 2011
1,Camden,Male,15 to 19,White ,Murder,Charge or Summons,August 2011
1,Camden,Male,15 to 19,Black,Murder,Charge or Summons,August 2011
1,Lambeth,Male,20 to 24,Mixed,Murder,Charge or Summons,August 2011
1,Hammersmith & Fulham,Male,15 to 19,Black,Murder,Charge or Summons,August 2011
1,Bexley,Male,15 to 19,Black,Murder,Charge or Summons,August 2011
1,Bexley,Male,15 to 19,Black,Murder,Charge or Summons,August 2011
1,Bexley,Male,10 to 14,Black,Murder,Charge or Summons,August 2011
1,Southwark,Male,15 to 19,White ,Murder,Charge or Summons,August 2011
1,Southwark,Male,15 to 19,Mixed,Murder,Charge or Summons,August 2011
1,Brent,Male,50 to 54,Black,Murder,Charge or Summons,August 2011
1,Hillingdon,Male,30 to 34,White ,Murder,Charge or Summons,August 2011
1,Ealing,Male,15 to 19,Black,Murder,Charge or Summons,August 2011
1,Bromley,Male,15 to 19,White ,Murder,Charge or Summons,August 2011
1,Ealing,Male,20 to 24,Black,Murder,Charge or Summons,August 2011
1,Ealing,Male,30 to 34,Not stated,Murder,Charge or Summons,August 2011
1,Hillingdon,Male,30 to 34,White ,Murder,Charge or Summons,August 2011
1,Croydon,Male,30 to 34,White ,Murder,Charge or Summons,August 2011
1,Redbridge,Male,15 to 19,Black,Murder,Charge or Summons,August 2011
1,Enfield,Male,10 to 14,White ,Murder,Charge or Summons,August 2011
1,Westminster,Male,25 to 29,Black,Murder,Charge or Summons,September 2011
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,September 2011
1,Barnet,Male,15 to 19,White ,Murder,Charge or Summons,September 2011
1,Croydon,Male,25 to 29,Black,Murder,Charge or Summons,September 2011
1,Enfield,Male,15 to 19,Black,Murder,Charge or Summons,September 2011
1,Islington,Male,20 to 24,Not stated,Murder,Charge or Summons,September 2011
1,Brent,Male,40 to 44,White ,Murder,Charge or Summons,September 2011
1,Brent,Male,40 to 44,Black,Murder,Charge or Summons,September 2011
1,Kingston Upon Thames,Male,25 to 29,Asian ,Murder,Charge or Summons,September 2011
1,Harrow,Male,35 to 39,Not stated,Manslaughter,Charge or Summons,October 2011
1,Barnet,Male,55 to 59,Other Ethnic groups,Murder,Charge or Summons,October 2011
1,Barnet,Male,25 to 29,Other Ethnic groups,Murder,Charge or Summons,October 2011
1,Wandsworth,Female,15 to 19,Black,Murder,Charge or Summons,October 2011
1,Wandsworth,Male,15 to 19,Black,Murder,Charge or Summons,October 2011
1,Croydon,Male,15 to 19,White ,Murder,Charge or Summons,October 2011
1,Southwark,Male,15 to 19,Black,Murder,Charge or Summons,October 2011
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,October 2011
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,October 2011
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,October 2011
1,Lambeth,Male,15 to 19,Mixed,Murder,Charge or Summons,October 2011
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,October 2011
1,Redbridge,Male,25 to 29,Black,Murder,Charge or Summons,October 2011
1,Barking & Dagenham,Male,15 to 19,Asian ,Murder,Charge or Summons,October 2011
1,Croydon,Male,45 to 49,White ,Murder,Charge or Summons,October 2011
1,Bexley,Female,30 to 34,Mixed,Murder,Charge or Summons,October 2011
1,Croydon,Male,30 to 34,White ,Murder,Charge or Summons,November 2011
1,Croydon,Male,15 to 19,Black,Murder,Charge or Summons,November 2011
1,Croydon,Male,20 to 24,Black,Murder,Charge or Summons,November 2011
1,Croydon,Male,20 to 24,Black,Murder,Charge or Summons,November 2011
1,Tower Hamlets,Male,25 to 29,Black,Murder,Charge or Summons,November 2011
1,Camden,Male,15 to 19,Black,Murder,Charge or Summons,November 2011
1,Hammersmith & Fulham,Male,35 to 39,White ,Murder,Charge or Summons,November 2011
1,Hammersmith & Fulham,Male,35 to 39,White ,Murder,Charge or Summons,November 2011
1,Merton,Male,15 to 19,Mixed,Murder,Charge or Summons,November 2011
1,Hackney,Male,20 to 24,White ,Murder,Charge or Summons,November 2011
1,Southwark,Male,25 to 29,Black,Murder,Charge or Summons,November 2011
1,Wandsworth,Male,35 to 39,White ,Murder,Charge or Summons,November 2011
1,Wandsworth,Male,35 to 39,White ,Murder,Charge or Summons,November 2011
1,Wandsworth,Male,30 to 34,Black,Murder,Charge or Summons,November 2011
1,Brent,Male,65 and over,Black,Murder,Charge or Summons,November 2011
1,Haringey,Male,30 to 34,White ,Murder,Charge or Summons,November 2011
1,Lewisham,Male,20 to 24,Black,Murder,Charge or Summons,November 2011
1,Greenwich,Male,35 to 39,White ,Murder,Charge or Summons,November 2011
1,Greenwich,Male,35 to 39,White ,Murder,Charge or Summons,November 2011
1,Newham,Male,15 to 19,Not stated,Murder,Charge or Summons,December 2011
1,Newham,Male,15 to 19,Not stated,Murder,Charge or Summons,December 2011
1,Southwark,Male,20 to 24,Black,Murder,Charge or Summons,December 2011
1,Hammersmith & Fulham,Male,20 to 24,White ,Murder,Charge or Summons,December 2011
1,Bexley,Male,20 to 24,White ,Murder,Charge or Summons,December 2011
1,Islington,Male,30 to 34,Black,Murder,Charge or Summons,December 2011
1,Greenwich,Male,40 to 44,Black,Murder,Charge or Summons,December 2011
1,Ealing,Male,25 to 29,Asian ,Murder,Charge or Summons,December 2011
1,Barnet,Male,25 to 29,White ,Murder,Charge or Summons,January 2012
1,Waltham Forest,Male,10 to 14,Mixed,Murder,Charge or Summons,January 2012
1,Hammersmith & Fulham,Male,30 to 34,White ,Murder,Charge or Summons,January 2012
1,Southwark,Male,15 to 19,Black,Murder,Charge or Summons,January 2012
1,Redbridge,Male,30 to 34,Black,Murder,Charge or Summons,January 2012
1,Redbridge,Male,15 to 19,Black,Murder,Charge or Summons,January 2012
1,Redbridge,Male,15 to 19,Black,Murder,Charge or Summons,January 2012
1,Barnet,Male,35 to 39,White ,Murder,Charge or Summons,January 2012
1,Tower Hamlets,Male,30 to 34,Asian ,Murder,Charge or Summons,January 2012
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,January 2012
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,January 2012
1,Westminster,Male,15 to 19,Black,Murder,Charge or Summons,January 2012
1,Camden,Male,25 to 29,Black,Murder,Charge or Summons,January 2012
1,Camden,Male,20 to 24,White ,Murder,Charge or Summons,January 2012
1,Camden,Male,20 to 24,Black,Murder,Charge or Summons,January 2012
1,Hackney,Male,15 to 19,Not stated,Murder,Charge or Summons,January 2012
1,Bexley,Male,15 to 19,Mixed,Murder,Charge or Summons,February 2012
1,Islington,Male,30 to 34,White ,Manslaughter,Charge or Summons,February 2012
1,Bexley,Male,30 to 34,White ,Murder,Charge or Summons,February 2012
1,Wandsworth,Male,30 to 34,White ,Murder,Charge or Summons,February 2012
1,Redbridge,Male,15 to 19,White ,Murder,Charge or Summons,February 2012
1,Camden,Male,25 to 29,White ,Murder,Charge or Summons,February 2012
1,Camden,Male,20 to 24,White ,Murder,Charge or Summons,February 2012
1,Southwark,Male,15 to 19,Black,Murder,Charge or Summons,March 2012
1,Redbridge,Male,15 to 19,Black,Murder,Charge or Summons,March 2012
1,Redbridge,Male,20 to 24,Black,Murder,Charge or Summons,March 2012
1,Redbridge,Male,20 to 24,Black,Murder,Charge or Summons,March 2012
1,Westminster,Male,20 to 24,Black,Murder,Charge or Summons,March 2012
1,Camden,Male,25 to 29,Black,Murder,Charge or Summons,March 2012
1,Camden,Male,20 to 24,White ,Murder,Charge or Summons,March 2012
1,Camden,Male,20 to 24,Black,Murder,Charge or Summons,March 2012
1,Bexley,Male,40 to 44,Not stated,Murder,Charge or Summons,March 2012
1,Haringey,Male,20 to 24,Other Ethnic groups,Murder,Charge or Summons,March 2012
1,Haringey,Male,25 to 29,Other Ethnic groups,Murder,Charge or Summons,March 2012
1,Hammersmith & Fulham,Male,35 to 39,White ,Murder,Charge or Summons,March 2012
1,Hillingdon,Male,35 to 39,Black,Manslaughter,Charge or Summons,March 2012
1,Croydon,Male,35 to 39,Black,Murder,Charge or Summons,March 2012
1,Haringey,Male,30 to 34,White ,Murder,Charge or Summons,March 2012
1,Hackney,Male,35 to 39,White ,Murder,Charge or Summons,March 2012
1,Ealing,Male,50 to 54,White ,Murder,Charge or Summons,March 2012
1,Lewisham,Male,40 to 44,White ,Murder,Charge or Summons,March 2012
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,April 2012
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,April 2012
1,Lambeth,Male,20 to 24,Other Ethnic groups,Murder,Charge or Summons,April 2012
1,Lambeth,Male,20 to 24,Black,Murder,Charge or Summons,April 2012
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,April 2012
1,Lambeth,Male,15 to 19,Black,Murder,Charge or Summons,April 2012
1,Croydon,Male,25 to 29,Black,Murder,Charge or Summons,April 2012
1,Southwark,Male,35 to 39,White ,Murder,Charge or Summons,April 2012
1,Croydon,Female,35 to 39,White ,Murder,Charge or Summons,April 2012
1,Croydon,Male,35 to 39,White ,Murder,Charge or Summons,April 2012
1,Lambeth,Male,25 to 29,Black,Murder,Charge or Summons,May 2012
1,Tower Hamlets,Male,15 to 19,Asian ,Murder,Charge or Summons,May 2012
1,Islington,Male,55 to 59,White ,Murder,Charge or Summons,May 2012
1,Wandsworth,Female,30 to 34,White ,Murder,Charge or Summons,May 2012
1,Merton,Male,25 to 29,White ,Murder,Charge or Summons,May 2012
1,Newham,Male,40 to 44,Asian ,Murder,Charge or Summons,May 2012
1,Camden,Male,45 to 49,White ,Murder,Charge or Summons,May 2012
1,Tower Hamlets,Male,30 to 34,Asian ,Murder,Charge or Summons,May 2012
1,Redbridge,Female,20 to 24,White ,Murder,Charge or Summons,May 2012
1,Redbridge,Male,25 to 29,White ,Murder,Charge or Summons,May 2012
1,Redbridge,Male,15 to 19,Black,Murder,Charge or Summons,May 2012
1,Redbridge,Male,25 to 29,White ,Murder,Charge or Summons,May 2012
1,Waltham Forest,Male,55 to 59,White ,Murder,Charge or Summons,May 2012
1,Tower Hamlets,Male,50 to 54,Asian ,Murder,Charge or Summons,May 2012
1,Newham,Male,30 to 34,Black,Murder,Charge or Summons,June 2012
1,Newham,Male,45 to 49,Black,Murder,Charge or Summons,June 2012
1,Newham,Male,30 to 34,Black,Murder,Charge or Summons,June 2012
1,Newham,Male,25 to 29,Black,Murder,Charge or Summons,June 2012
1,Newham,Male,25 to 29,Black,Murder,Charge or Summons,June 2012
1,Newham,Male,30 to 34,Black,Murder,Charge or Summons,June 2012
1,Newham,Male,20 to 24,Black,Murder,Charge or Summons,June 2012
1,Newham,Male,35 to 39,Black,Murder,Charge or Summons,June 2012
1,Newham,Male,30 to 34,Black,Murder,Charge or Summons,June 2012
1,Camden,Male,35 to 39,White ,Murder,Charge or Summons,June 2012
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,June 2012
1,Brent,Male,15 to 19,Black,Murder,Charge or Summons,June 2012
1,Redbridge,Male,25 to 29,Black,Murder,Charge or Summons,June 2012
1,Redbridge,Male,20 to 24,White ,Murder,Charge or Summons,June 2012
1,Sutton,Male,25 to 29,White ,Murder,Charge or Summons,June 2012
1,Bromley,Male,25 to 29,White ,Murder,Charge or Summons,June 2012
1,Greenwich,Male,30 to 34,White ,Murder,Charge or Summons,June 2012
1,Greenwich,Female,40 to 44,Asian ,Murder,Charge or Summons,June 2012
1,Greenwich,Male,35 to 39,White ,Murder,Charge or Summons,June 2012
1,Lewisham,Male,25 to 29,Black,Murder,Charge or Summons,June 2012
1,Ealing,Male,25 to 29,Black,Murder,Charge or Summons,June 2012
1,Islington,Male,20 to 24,Black,Murder,Charge or Summons,July 2012
1,Harrow,Male,60 to 64,Black,Manslaughter,Charge or Summons,July 2012
1,Wandsworth,Male,15 to 19,Black,Murder,Charge or Summons,July 2012
1,Westminster,Male,25 to 29,White ,Murder,Charge or Summons,July 2012
1,Waltham Forest,Male,20 to 24,Black,Murder,Charge or Summons,July 2012
1,Westminster,Male,25 to 29,Asian ,Murder,Charge or Summons,July 2012
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,July 2012
1,Newham,Male,15 to 19,Black,Murder,Charge or Summons,July 2012
1,Hackney,Male,20 to 24,Black,Murder,Charge or Summons,July 2012
1,Lewisham,Male,55 to 59,White ,Murder,Charge or Summons,August 2012
1,Haringey,Male,20 to 24,White ,Murder,Charge or Summons,August 2012
1,Haringey,Male,35 to 39,White ,Murder,Charge or Summons,August 2012
1,Haringey,Male,25 to 29,White ,Murder,Charge or Summons,August 2012
1,Croydon,Male,20 to 24,Black,Murder,Charge or Summons,August 2012
1,Newham,Male,40 to 44,Black,Murder,Charge or Summons,August 2012
1,Westminster,Male,25 to 29,White ,Murder,Charge or Summons,August 2012
1,Croydon,Male,15 to 19,Black,Murder,Charge or Summons,August 2012
1,Croydon,Male,15 to 19,Black,Murder,Charge or Summons,August 2012
1,Islington,Female,65 and over,White ,Murder,Charge or Summons,August 2012
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,August 2012
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,August 2012
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,August 2012
1,Sutton,Male,45 to 49,White ,Murder,Charge or Summons,August 2012
1,Sutton,Male,40 to 44,Asian ,Murder,Charge or Summons,August 2012
1,Westminster,Male,50 to 54,White ,Murder,Charge or Summons,August 2012
1,Croydon,Male,35 to 39,White ,Murder,Charge or Summons,August 2012
1,Haringey,Male,30 to 34,Not stated,Murder,Charge or Summons,August 2012
1,Newham,Male,35 to 39,White ,Murder,Charge or Summons,August 2012
1,Waltham Forest,Male,15 to 19,Black,Murder,Charge or Summons,August 2012
1,Lambeth,Male,25 to 29,Black,Murder,Charge or Summons,August 2012
1,Lambeth,Male,25 to 29,Black,Murder,Charge or Summons,August 2012
1,Redbridge,Male,20 to 24,Asian ,Murder,Charge or Summons,August 2012
1,Brent,Male,15 to 19,Black,Murder,Charge or Summons,September 2012
1,Haringey,Male,45 to 49,Black,Murder,Accused is Dead,September 2012
1,Hammersmith & Fulham,Male,30 to 34,White ,Murder,Charge or Summons,September 2012
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,September 2012
1,Southwark,Male,45 to 49,Black,Murder,Charge or Summons,September 2012
1,Lewisham,Male,15 to 19,Black,Murder,Charge or Summons,September 2012
1,Redbridge,Male,35 to 39,White ,Murder,Charge or Summons,October 2012
1,Islington,Male,15 to 19,White ,Murder,Charge or Summons,October 2012
1,Islington,Male,15 to 19,Black,Murder,Charge or Summons,October 2012
1,Islington,Male,10 to 14,Black,Murder,Charge or Summons,October 2012
1,Islington,Male,15 to 19,Mixed,Murder,Charge or Summons,October 2012
1,Islington,Male,15 to 19,Black,Murder,Charge or Summons,October 2012
1,Islington,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,October 2012
1,Islington,Male,15 to 19,Black,Murder,Charge or Summons,October 2012
1,Islington,Male,20 to 24,Mixed,Murder,Charge or Summons,October 2012
1,Greenwich,Male,30 to 34,Black,Murder,Charge or Summons,October 2012
1,Greenwich,Male,40 to 44,Mixed,Murder,Charge or Summons,October 2012
1,Haringey,Male,20 to 24,White ,Murder,Charge or Summons,October 2012
1,Haringey,Male,25 to 29,White ,Murder,Charge or Summons,October 2012
1,Haringey,Male,50 to 54,Not stated,Murder,Charge or Summons,October 2012
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,October 2012
1,Brent,Male,20 to 24,Black,Murder,Charge or Summons,October 2012
1,Brent,Male,15 to 19,Black,Murder,Charge or Summons,October 2012
1,Southwark,Male,15 to 19,Black,Murder,Charge or Summons,October 2012
1,Lambeth,Female,10 to 14,Black,Murder,Charge or Summons,October 2012
1,Lambeth,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,October 2012
1,Brent,Male,30 to 34,Black,Murder,Charge or Summons,October 2012
1,Haringey,Male,15 to 19,Black,Murder,Charge or Summons,October 2012
1,Southwark,Male,40 to 44,White ,Murder,Charge or Summons,October 2012
1,Greenwich,Male,25 to 29,Black,Murder,Charge or Summons,October 2012
1,Kingston Upon Thames,Male,20 to 24,Mixed,Murder,Charge or Summons,October 2012
1,Kingston Upon Thames,Male,15 to 19,Black,Murder,Charge or Summons,October 2012
1,Islington,Male,45 to 49,White ,Murder,Charge or Summons,November 2012
1,Croydon,Male,30 to 34,White ,Murder,Charge or Summons,November 2012
1,Enfield,Male,10 to 14,Black,Murder,Charge or Summons,November 2012
1,Enfield,Male,15 to 19,Black,Murder,Charge or Summons,November 2012
1,Enfield,Male,15 to 19,White ,Murder,Charge or Summons,November 2012
1,Enfield,Male,15 to 19,Black,Murder,Charge or Summons,November 2012
1,Haringey,Male,30 to 34,Black,Manslaughter,Charge or Summons,November 2012
1,Kingston Upon Thames,Male,15 to 19,Black,Murder,Charge or Summons,November 2012
1,Hounslow,Male,15 to 19,White ,Murder,Charge or Summons,November 2012
1,Waltham Forest,Male,35 to 39,Not stated,Murder,Charge or Summons,November 2012
1,Redbridge,Male,20 to 24,Black,Murder,Charge or Summons,November 2012
1,Redbridge,Male,20 to 24,Black,Murder,Charge or Summons,November 2012
1,Redbridge,Male,20 to 24,Black,Murder,Charge or Summons,November 2012
1,Redbridge,Male,20 to 24,Black,Murder,Charge or Summons,November 2012
1,Redbridge,Male,20 to 24,Black,Murder,Charge or Summons,November 2012
1,Enfield,Male,35 to 39,Black,Murder,Charge or Summons,November 2012
1,Lewisham,Male,20 to 24,Asian ,Murder,Charge or Summons,November 2012
1,Lewisham,Male,20 to 24,Asian ,Murder,Charge or Summons,November 2012
1,Hammersmith & Fulham,Male,20 to 24,Mixed,Murder,Charge or Summons,November 2012
1,Ealing,Male,15 to 19,Black,Murder,Charge or Summons,November 2012
1,Ealing,Male,10 to 14,Asian ,Murder,Charge or Summons,November 2012
1,Hackney,Male,30 to 34,Not stated,Murder,Charge or Summons,November 2012
1,Kingston Upon Thames,Male,20 to 24,Not stated,Murder,Charge or Summons,December 2012
1,Lewisham,Male,25 to 29,Asian ,Murder,Charge or Summons,December 2012
1,Lewisham,Male,20 to 24,Other Ethnic groups,Murder,Charge or Summons,December 2012
1,Lewisham,Male,30 to 34,Other Ethnic groups,Murder,Charge or Summons,December 2012
1,Greenwich,Male,30 to 34,White ,Murder,Charge or Summons,December 2012
1,Camden,Male,20 to 24,White ,Murder,Charge or Summons,December 2012
1,Ealing,Male,30 to 34,Black,Murder,Charge or Summons,December 2012
1,Camden,Male,15 to 19,White ,Murder,Charge or Summons,December 2012
1,Southwark,Male,20 to 24,Mixed,Murder,Charge or Summons,December 2012
1,Tower Hamlets,Male,35 to 39,Black,Murder,Charge or Summons,December 2012
1,Wandsworth,Male,45 to 49,White ,Murder,Charge or Summons,December 2012
1,Enfield,Male,20 to 24,Black,Murder,Charge or Summons,January 2013
1,Enfield,Male,20 to 24,Black,Murder,Charge or Summons,January 2013
1,Enfield,Male,15 to 19,Black,Murder,Charge or Summons,January 2013
1,Enfield,Male,15 to 19,Black,Murder,Charge or Summons,January 2013
1,Brent,Male,25 to 29,Mixed,Murder,Charge or Summons,January 2013
1,Hammersmith & Fulham,Male,25 to 29,White ,Murder,Charge or Summons,January 2013
1,Lewisham,Male,20 to 24,Asian ,Murder,Charge or Summons,January 2013
1,Greenwich,Male,25 to 29,White ,Murder,Charge or Summons,January 2013
1,Greenwich,Male,20 to 24,White ,Murder,Charge or Summons,January 2013
1,Greenwich,Male,20 to 24,White ,Murder,Charge or Summons,January 2013
1,Greenwich,Male,20 to 24,White ,Murder,Charge or Summons,January 2013
1,Hammersmith & Fulham,Male,35 to 39,White ,Murder,Charge or Summons,January 2013
1,Croydon,Male,25 to 29,White ,Murder,Charge or Summons,January 2013
1,Brent,Male,20 to 24,Not stated,Murder,Charge or Summons,January 2013
1,Hounslow,Male,20 to 24,Black,Murder,Charge or Summons,January 2013
1,Hounslow,Male,20 to 24,Asian ,Murder,Charge or Summons,January 2013
1,Hounslow,Male,20 to 24,Black,Murder,Charge or Summons,January 2013
1,Southwark,Male,15 to 19,Mixed,Murder,Charge or Summons,January 2013
1,Southwark,Male,15 to 19,Black,Murder,Charge or Summons,January 2013
1,Croydon,Male,30 to 34,Black,Murder,Charge or Summons,January 2013
1,Lambeth,Male,25 to 29,White ,Murder,Charge or Summons,January 2013
1,Hackney,Male,35 to 39,White ,Murder,Charge or Summons,January 2013
1,Havering,Male,45 to 49,White ,Murder,Charge or Summons,January 2013
1,Hackney,Male,20 to 24,Black,Murder,Charge or Summons,February 2013
1,Hackney,Male,15 to 19,White ,Murder,Charge or Summons,February 2013
1,Hackney,Male,20 to 24,Black,Murder,Charge or Summons,February 2013
1,Hackney,Male,25 to 29,Black,Murder,Charge or Summons,February 2013
1,Hounslow,Male,45 to 49,White ,Corporate Manslaughter,Charge or Summons,February 2013
1,Brent,Male,25 to 29,Black,Murder,Charge or Summons,February 2013
1,Islington,Male,25 to 29,Black,Murder,Charge or Summons,February 2013
1,Lewisham,Male,20 to 24,Asian ,Murder,Charge or Summons,February 2013
1,Greenwich,Male,20 to 24,White ,Murder,Charge or Summons,February 2013
1,Greenwich,Male,20 to 24,Black,Murder,Charge or Summons,February 2013
1,Greenwich,Male,20 to 24,White ,Murder,Charge or Summons,February 2013
1,Hounslow,Male,20 to 24,White ,Murder,Charge or Summons,February 2013
1,Westminster,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,February 2013
1,Westminster,Male,15 to 19,White ,Murder,Charge or Summons,February 2013
1,Westminster,Male,25 to 29,White ,Murder,Charge or Summons,February 2013
1,Greenwich,Male,40 to 44,White ,Murder,Charge or Summons,February 2013
1,Havering,Male,25 to 29,White ,Manslaughter,Charge or Summons,February 2013
1,Lewisham,Male,40 to 44,Black,Murder,Charge or Summons,February 2013
1,Hackney,Male,40 to 44,White ,Murder,Charge or Summons,February 2013
1,Ealing,Male,35 to 39,White ,Murder,Charge or Summons,February 2013
1,Ealing,Male,35 to 39,White ,Murder,Charge or Summons,February 2013
1,Tower Hamlets,Male,30 to 34,White ,Murder,Accused is Dead,March 2013
1,Hammersmith & Fulham,Male,20 to 24,Black,Murder,Charge or Summons,March 2013
1,Bexley,Male,30 to 34,Black,Manslaughter,Charge or Summons,March 2013
1,Bexley,Female,30 to 34,Black,Manslaughter,Charge or Summons,March 2013
1,Greenwich,Male,15 to 19,White ,Murder,Charge or Summons,March 2013
1,Greenwich,Male,15 to 19,White ,Murder,Charge or Summons,March 2013
1,Barnet,Male,65 and over,White ,Murder,Accused is Dead,March 2013
1,Westminster,Male,15 to 19,Other Ethnic groups,Murder,Charge or Summons,March 2013
